,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,latitude,longitude,Zipcode
86,100101496,10/10/10,10/10/10,1130,1,Central,111,946,OTHER MISCELLANEOUS CRIME,400,9,M,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,ALPINE,BROADWAY,"(34.0623, -118.2383)",34.0623,-118.2383,90012
87,100101498,10/11/10,10/11/10,2030,1,Central,135,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,26,M,H,738.0,LIBRARY,,,AA,Adult Arrest,740.0,,,,200 S  LOS ANGELES                  ST,,"(34.0503, -118.2433)",34.0503,-118.2433,90013
88,100101521,10/18/10,10/18/10,600,1,Central,159,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0416 0429 0553 1257,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,235.0,,,,7TH,MILL,"(34.0347, -118.2345)",34.0347,-118.2345,90021
89,100101523,10/21/10,10/19/10,1000,1,Central,129,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,517,22,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821.0,,,,100 N  VIGNES                       ST,,"(34.0484, -118.2339)",34.0484,-118.2339,90013
90,100101524,10/20/10,10/20/10,200,1,Central,142,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,30,M,H,101.0,STREET,,,AA,Adult Arrest,740.0,,,,HILL                         ST,5TH                          ST,"(34.0488, -118.2518)",34.0488,-118.2518,90071
91,100101528,10/20/10,10/20/10,1045,1,Central,185,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,710.0,OTHER PREMISE,,,IC,Invest Cont,946.0,,,,1000    MAPLE                        AV,,"(34.0383, -118.254)",34.0383,-118.254,90014
92,100101529,10/20/10,10/20/10,1045,1,Central,185,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,946.0,,,,300 E  OLYMPIC                      BL,,"(34.0389, -118.255)",34.0389,-118.255,90014
93,100101534,10/21/10,5/27/10,830,1,Central,155,946,OTHER MISCELLANEOUS CRIME,914,0,M,X,726.0,POLICE FACILITY,,,AO,Adult Other,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
94,100101553,10/26/10,10/26/10,1630,1,Central,155,946,OTHER MISCELLANEOUS CRIME,1501,0,M,W,101.0,STREET,,,IC,Invest Cont,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
95,100101571,11/3/10,11/2/10,2045,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0433 0907 1402,32,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,998.0,,,700 S  HOPE                         ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
96,100101572,11/3/10,11/2/10,1200,1,Central,134,820,ORAL COPULATION,507,24,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,820.0,,,,300 W  3RD                          ST,,"(34.051, -118.248)",34.051,-118.248,90071
97,100101593,11/9/10,11/9/10,2300,1,Central,162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,M,W,201.0,JEWELRY STORE,,,IC,Invest Cont,745.0,998.0,,,7TH,OLIVE                        ST,"(34.0467, -118.2556)",34.0467,-118.2556,90014
98,100101600,11/11/10,11/11/10,900,1,Central,176,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0601 2004,0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,700    WALL                         ST,,"(34.0419, -118.2485)",34.0419,-118.2485,90014
99,100101614,11/17/10,11/17/10,1450,1,Central,158,210,ROBBERY,0416 1402,0,M,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,CENTRAL,6TH                          ST,"(34.039, -118.24)",34.039,-118.24,90013
100,100101630,11/21/10,11/21/10,1704,1,Central,153,210,ROBBERY,0325 0344 0400 0906 1300,0,M,O,201.0,JEWELRY STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,500 S  BROADWAY,,"(34.0481, -118.2507)",34.0481,-118.2507,90014
101,100101646,11/27/10,11/20/10,1,1,Central,159,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,33,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,1300    WHOLESALE                    ST,,"(34.0365, -118.2364)",34.0365,-118.2364,90021
102,100101652,11/27/10,11/27/10,110,1,Central,154,520,VEHICLE - ATTEMPT STOLEN,2002,0,M,O,101.0,STREET,,,AA,Adult Arrest,520.0,,,,6TH                          ST,MAIN                         ST,"(34.0446, -118.249)",34.0446,-118.249,90014
103,100101685,12/11/10,12/11/10,1330,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,58,F,W,721.0,HIGH SCHOOL,,,IC,Invest Cont,341.0,,,,400 N  GRAND                        AV,,"(34.0594, -118.2452)",34.0594,-118.2452,90012
104,100101694,12/12/10,12/12/10,400,1,Central,159,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,745.0,998.0,,,400    MATEO                        ST,,"(34.042, -118.2328)",34.042,-118.2328,90013
105,100101700,12/15/10,12/15/10,1820,1,Central,134,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,21,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,300 S  BROADWAY,,"(34.051, -118.248)",34.051,-118.248,90071
106,100101703,12/16/10,12/16/10,935,1,Central,156,647,THROWING OBJECT AT MOVING VEHICLE,0319 0432 1402,9,M,H,102.0,SIDEWALK,,,IC,Invest Cont,647.0,998.0,,,5TH                          ST,WALL                         ST,"(34.0446, -118.245)",34.0446,-118.245,90013
107,100101704,12/17/10,12/16/10,2030,1,Central,156,624,BATTERY - SIMPLE ASSAULT,416,49,M,B,214.0,"BUS DEPOT/TERMINAL, OTHER THAN MTA",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH,SAN JULIAN,"(34.0446, -118.245)",34.0446,-118.245,90013
108,100101713,12/23/10,12/22/10,1,1,Central,162,354,THEFT OF IDENTITY,,0,M,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,800 S  HILL                         ST,,"(34.0445, -118.2558)",34.0445,-118.2558,90014
109,100101718,12/24/10,12/24/10,1320,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,22,M,H,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,341.0,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",34.048,-118.2577,90071
110,100101720,12/25/10,12/25/10,1,1,Central,135,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,37,F,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,740.0,998.0,,,200 S  MAIN                         ST,,"(34.051, -118.2445)",34.051,-118.2445,90013
111,100101731,11/5/10,11/5/10,2215,1,Central,182,946,OTHER MISCELLANEOUS CRIME,1212,52,M,H,101.0,STREET,,,IC,Invest Cont,946.0,,,,900 S  HILL                         ST,,"(34.043, -118.2571)",34.043,-118.2571,90014
112,100104069,1/2/10,1/1/10,1930,1,Central,182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,PICO                         BL,HOPE                         ST,"(34.0395, -118.2656)",34.0395,-118.2656,90015
113,100104083,1/2/10,1/1/10,1600,1,Central,101,310,BURGLARY,0344 1607,30,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,900    EVERETT                      ST,,"(34.0673, -118.2499)",34.0673,-118.2499,90012
114,100104088,1/2/10,1/2/10,1710,1,Central,147,860,BATTERY WITH SEXUAL CONTACT,0503 0522,47,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,5TH,SAN PEDRO,"(34.0442, -118.2439)",34.0442,-118.2439,90013
115,100104108,1/3/10,1/1/10,2000,1,Central,111,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 N  GRAND                        AV,,"(34.0606, -118.2439)",34.0606,-118.2439,90012
116,100104144,1/3/10,1/2/10,1745,1,Central,153,330,BURGLARY FROM VEHICLE,0344 1601,43,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)",34.0474,-118.2496,90014
117,100104146,1/3/10,1/3/10,715,1,Central,153,624,BATTERY - SIMPLE ASSAULT,416,30,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH                          ST,BROADWAY,"(34.0467, -118.252)",34.0467,-118.252,90014
118,100104151,1/4/10,1/2/10,1100,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,56,F,A,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)",34.0502,-118.254,90071
119,100104195,1/5/10,1/4/10,2000,1,Central,164,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
120,100104220,1/5/10,1/5/10,930,1,Central,192,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15TH                         ST,OLIVE                        ST,"(34.0359, -118.2648)",34.0359,-118.2648,90015
121,100104253,1/5/10,1/5/10,2300,1,Central,192,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,28,F,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,HOPE                         ST,VENICE,"(34.0363, -118.2677)",34.0363,-118.2677,90015
122,100104279,1/6/10,1/6/10,1040,1,Central,166,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,61,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,600    SAN JULIAN                   ST,,"(34.0428, -118.2461)",34.0428,-118.2461,90013
123,100104283,1/6/10,1/1/10,1900,1,Central,164,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
124,100104306,1/7/10,1/6/10,1915,1,Central,182,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,FIGUEROA,9TH,"(34.045, -118.264)",34.045,-118.264,90015
125,100104314,1/7/10,1/5/10,130,1,Central,162,354,THEFT OF IDENTITY,377,38,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,800 S  FIGUEROA                     ST,,"(34.0479, -118.2612)",34.0479,-118.2612,90017
126,100104325,1/7/10,1/3/10,1730,1,Central,156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,63,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,6TH,SAN PEDRO,"(34.0423, -118.2452)",34.0423,-118.2452,90013
127,100104326,1/7/10,1/5/10,1400,1,Central,156,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,34,F,H,710.0,OTHER PREMISE,,,AO,Adult Other,956.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
128,100104364,1/7/10,1/7/10,1030,1,Central,157,624,BATTERY - SIMPLE ASSAULT,0400 0416 0432,48,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",34.0442,-118.2439,90013
129,100104401,1/7/10,1/7/10,650,1,Central,121,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,26,M,O,110.0,FREEWAY,,,AO,Adult Other,740.0,,,,S  HARBOR                       FY,S  HOLLYWOOD                    FY,"(34.0626, -118.2489)",34.0626,-118.2489,90012
130,100104420,1/8/10,1/8/10,1600,1,Central,185,946,OTHER MISCELLANEOUS CRIME,,0,M,W,102.0,SIDEWALK,,,AA,Adult Arrest,946.0,,,,1100    MAPLE                        AV,,"(34.0371, -118.2551)",34.0371,-118.2551,90014
131,100104453,1/9/10,1/6/10,1500,1,Central,111,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,45,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)",34.0617,-118.2469,90012
132,100104484,1/9/10,1/8/10,2045,1,Central,131,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,48,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,100 S  FIGUEROA                     ST,,"(34.0578, -118.252)",34.0578,-118.252,90071
133,100104488,1/9/10,1/9/10,1945,1,Central,148,624,BATTERY - SIMPLE ASSAULT,416,55,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400    TOWNE                        AV,,"(34.0444, -118.2407)",34.0444,-118.2407,90013
134,100104506,1/10/10,1/10/10,250,1,Central,138,946,OTHER MISCELLANEOUS CRIME,,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946.0,,,,BOYD,WALL,"(34.0467, -118.2427)",34.0467,-118.2427,90013
135,100104507,1/10/10,1/10/10,250,1,Central,138,946,OTHER MISCELLANEOUS CRIME,,0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946.0,,,,BOYD,WALL,"(34.0467, -118.2427)",34.0467,-118.2427,90013
136,100104515,1/10/10,1/10/10,1045,13,Newton,1303,946,OTHER MISCELLANEOUS CRIME,1501,0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,1200 E  OLYMPIC                      BL,,"(34.0336, -118.2459)",34.0336,-118.2459,90021
137,100104524,1/10/10,1/10/10,1800,1,Central,182,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,OLIVE,12TH,"(34.0395, -118.2622)",34.0395,-118.2622,90015
138,100104536,1/11/10,1/11/10,120,1,Central,135,624,BATTERY - SIMPLE ASSAULT,,42,M,H,210.0,RESTAURANT/FAST FOOD,511.0,VERBAL THREAT,IC,Invest Cont,624.0,,,,100 W  3RD                          ST,,"(34.0496, -118.2458)",34.0496,-118.2458,90013
139,100104540,1/11/10,1/9/10,700,1,Central,139,330,BURGLARY FROM VEHICLE,344,27,M,A,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,600 E  2ND                          ST,,"(34.0472, -118.2371)",34.0472,-118.2371,90013
140,100104577,1/11/10,1/11/10,1515,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,22,F,O,218.0,BEAUTY/BARBER SHOP,,,IC,Invest Cont,341.0,,,,600 S  OLIVE                        ST,,"(34.0481, -118.2542)",34.0481,-118.2542,90071
141,100104583,1/11/10,1/11/10,700,1,Central,182,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,OLYMPIC,OLIVE,"(34.0423, -118.2595)",34.0423,-118.2595,90015
142,100104600,1/12/10,1/11/10,1200,1,Central,121,330,BURGLARY FROM VEHICLE,344,51,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,200 N  FIGUEROA                     ST,,"(34.0584, -118.2513)",34.0584,-118.2513,90071
143,100104601,1/12/10,1/10/10,1900,1,Central,111,330,BURGLARY FROM VEHICLE,344,26,M,A,710.0,OTHER PREMISE,,,IC,Invest Cont,330.0,,,,800    ALPINE                       ST,,"(34.0637, -118.244)",34.0637,-118.244,90012
144,100104621,1/12/10,1/11/10,1000,1,Central,163,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,F,H,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440.0,,,,7TH                          ST,BROADWAY                     BL,"(34.0452, -118.2534)",34.0452,-118.2534,90014
145,100104635,1/12/10,1/12/10,1415,1,Central,147,946,OTHER MISCELLANEOUS CRIME,0400 1402,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946.0,998.0,,,6TH                          ST,CROCKER,"(34.0412, -118.2436)",34.0412,-118.2436,90013
146,100104640,1/12/10,1/12/10,1035,1,Central,157,888,TRESPASSING,,0,M,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,888.0,,,,500    CROCKER                      ST,,"(34.0435, -118.2427)",34.0435,-118.2427,90013
147,100104641,1/8/10,1/8/10,1618,1,Central,192,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)",34.0401,-118.2668,90015
148,100104655,1/12/10,1/12/10,1405,1,Central,152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,HOPE,7TH                          ST,"(34.048, -118.2577)",34.048,-118.2577,90071
149,100104666,1/13/10,1/13/10,700,1,Central,176,210,ROBBERY,0334 0344,0,F,H,203.0,OTHER BUSINESS,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210.0,,,,300 E  8TH                          ST,,"(34.0413, -118.2517)",34.0413,-118.2517,90014
150,100104669,1/7/10,1/2/10,800,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0360 1202,82,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,600 N  BROADWAY,,"(34.0586, -118.2402)",34.0586,-118.2402,90012
151,100104673,1/13/10,1/13/10,1230,1,Central,153,946,OTHER MISCELLANEOUS CRIME,1402 1501,0,F,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,946.0,998.0,,,200 W  6TH                          ST,,"(34.046, -118.2509)",34.046,-118.2509,90014
152,100104731,1/13/10,1/13/10,1700,1,Central,105,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400    COTTAGE HOME                 ST,,"(34.0673, -118.2354)",34.0673,-118.2354,90012
153,100104749,1/13/10,1/13/10,1850,1,Central,138,310,BURGLARY,344,0,M,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,310.0,,,,300 S  ALAMEDA                      ST,,"(34.0455, -118.2381)",34.0455,-118.2381,90013
154,100104776,1/14/10,1/12/10,100,1,Central,156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,37,F,O,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,SAN JULIAN                   ST,5TH                          ST,"(34.0446, -118.245)",34.0446,-118.245,90013
155,100104788,1/14/10,1/10/10,1800,1,Central,111,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,40,M,O,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,700 N  BROADWAY,,"(34.0604, -118.2393)",34.0604,-118.2393,90012
156,100104808,1/14/10,1/14/10,2250,1,Central,153,440,THEFT PLAIN - PETTY ($950 & UNDER),325,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,500 S  BROADWAY,,"(34.0481, -118.2507)",34.0481,-118.2507,90014
157,100104811,1/15/10,1/15/10,800,1,Central,121,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,TEMPLE                       ST,FIGUEROA                     AV,"(34.06, -118.2486)",34.06,-118.2486,90012
158,100104813,1/15/10,1/14/10,2035,1,Central,166,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,SAN PEDRO                    ST,6TH                          ST,"(34.0423, -118.2452)",34.0423,-118.2452,90013
159,100104814,1/15/10,1/14/10,2035,1,Central,166,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,SAN PEDRO                    ST,6TH                          ST,"(34.0423, -118.2452)",34.0423,-118.2452,90013
160,100104830,1/15/10,1/14/10,2205,1,Central,154,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,22,F,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,100 W  5TH                          ST,,"(34.0467, -118.2485)",34.0467,-118.2485,90014
161,100104832,1/15/10,1/9/10,1200,1,Central,156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,F,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)",34.0423,-118.2452,90013
162,100104836,1/15/10,1/15/10,1100,1,Central,185,354,THEFT OF IDENTITY,100,53,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1100    SANTEE                       ST,,"(34.0378, -118.2561)",34.0378,-118.2561,90014
163,100104851,1/16/10,1/8/10,1200,1,Central,162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,26,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,700 S  FLOWER                       ST,,"(34.0487, -118.2588)",34.0487,-118.2588,90071
164,100104854,1/16/10,1/14/10,1800,1,Central,192,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,28,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)",34.0372,-118.2654,90015
165,100104879,1/16/10,1/16/10,945,1,Central,185,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12TH,MAPLE,"(34.0357, -118.2563)",34.0357,-118.2563,90015
166,100104909,1/16/10,1/13/10,1000,1,Central,111,354,THEFT OF IDENTITY,377,32,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,600 N  GRAND                        AV,,"(34.0606, -118.2439)",34.0606,-118.2439,90012
167,100104935,1/17/10,1/15/10,2300,1,Central,101,310,BURGLARY,325,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1000 W  SUNSET                       BL,,"(34.0641, -118.248)",34.0641,-118.248,90012
168,100104954,1/18/10,1/16/10,1800,1,Central,159,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400    COLYTON                      ST,,"(34.0435, -118.2365)",34.0435,-118.2365,90013
169,100104961,1/18/10,1/18/10,745,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2000,40,F,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,12TH,HOPE,"(34.0408, -118.2644)",34.0408,-118.2644,90015
170,100104975,1/18/10,1/18/10,1755,1,Central,176,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,0,M,W,101.0,STREET,,,IC,Invest Cont,440.0,,,,700    WALL                         ST,,"(34.0419, -118.2485)",34.0419,-118.2485,90014
171,100104984,1/18/10,1/15/10,900,1,Central,139,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,26,F,W,108.0,PARKING LOT,,,IC,Invest Cont,341.0,,,,2ND                          ST,GAREY,"(34.0472, -118.2351)",34.0472,-118.2351,90013
172,100104985,1/18/10,1/18/10,2100,1,Central,119,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",416,21,F,B,126.0,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,700 N  ALAMEDA                      ST,,"(34.0544, -118.2378)",34.0544,-118.2378,90012
173,100105000,1/19/10,1/14/10,1200,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,0,M,O,726.0,POLICE FACILITY,,,IC,Invest Cont,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
174,100105001,1/19/10,1/14/10,1200,1,Central,155,946,OTHER MISCELLANEOUS CRIME,,0,M,O,726.0,POLICE FACILITY,,,IC,Invest Cont,946.0,,,,200 E  6TH                          ST,,"(34.0446, -118.249)",34.0446,-118.249,90014
175,100105007,1/19/10,1/18/10,1700,1,Central,111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,55,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,600 N  FIGUEROA                     ST,,"(34.0627, -118.2463)",34.0627,-118.2463,90012
176,100105044,1/20/10,1/19/10,2225,1,Central,155,888,TRESPASSING,,0,M,H,726.0,POLICE FACILITY,,,IC,Invest Cont,888.0,,,,5TH,LOS ANGELES,"(34.0454, -118.2466)",34.0454,-118.2466,90013
177,100105053,1/20/10,1/19/10,2100,1,Central,145,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,22,F,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,MAIN                         ST,5TH                          ST,"(34.0467, -118.2485)",34.0467,-118.2485,90014
